Incidence per 1000 by age and sex			
	Vietnam		
 10-14 	0.00	0.00	0.00
 15-19 	0.34	0.45	0.22
 20-24 	0.34	0.50	0.18
 25-29 	0.34	0.52	0.15
 30-34 	0.33	0.55	0.12
 35-39 	0.30	0.50	0.11
 40-44 	0.24	0.40	0.09
 45-49 	0.16	0.26	0.06
 50-54 	0.07	0.11	0.02
 55-59 	0.03	0.05	0.00
 60-64 	0.00	0.01	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.18	0.29	0.09
2014			
 0-4	0.11	0.11	0.11
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.32	0.43	0.21
 20-24 	0.33	0.49	0.17
 25-29 	0.33	0.50	0.15
 30-34 	0.32	0.54	0.11
 35-39 	0.29	0.49	0.11
 40-44 	0.24	0.39	0.09
 45-49 	0.15	0.25	0.06
 50-54 	0.06	0.11	0.02
 55-59 	0.03	0.05	0.00
 60-64 	0.00	0.01	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.18	0.28	0.08
2015			
 0-4	0.10	0.10	0.10
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.20
 20-24 	0.32	0.46	0.16
 25-29 	0.31	0.48	0.14
 30-34 	0.31	0.51	0.11
 35-39 	0.28	0.46	0.10
 40-44 	0.22	0.37	0.08
 45-49 	0.14	0.24	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.01	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.17	0.26	0.08
2016			
 0-4	0.10	0.10	0.10
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.31	0.46	0.16
 25-29 	0.31	0.47	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.28	0.46	0.10
 40-44 	0.22	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.01	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.16	0.25	0.07
2017			
 0-4	0.09	0.09	0.09
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.31	0.46	0.16
 25-29 	0.31	0.47	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.01	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.16	0.25	0.07
2018			
 0-4	0.09	0.09	0.09
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.31	0.45	0.16
 25-29 	0.31	0.47	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.01	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.16	0.25	0.07
2019			
 0-4	0.08	0.08	0.09
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.31	0.45	0.16
 25-29 	0.31	0.47	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.27	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.01	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.16	0.24	0.07
2020			
 0-4	0.08	0.08	0.08
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.39	0.20
 20-24 	0.31	0.45	0.17
 25-29 	0.30	0.46	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.27	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.24	0.07
2021			
 0-4	0.08	0.08	0.08
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.39	0.20
 20-24 	0.31	0.45	0.17
 25-29 	0.31	0.46	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.27	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.24	0.07
2022			
 0-4	0.07	0.07	0.07
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.39	0.20
 20-24 	0.31	0.45	0.17
 25-29 	0.31	0.46	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.24	0.07
2023			
 0-4	0.07	0.07	0.07
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.31	0.45	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.30	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.24	0.07
2024			
 0-4	0.07	0.06	0.07
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.31	0.45	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.24	0.07
2025			
 0-4	0.06	0.06	0.06
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.32	0.45	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.24	0.07
2026			
 0-4	0.06	0.06	0.06
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.36	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.23	0.07
2027			
 0-4	0.06	0.06	0.06
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.28	0.45	0.10
 40-44 	0.22	0.37	0.08
 45-49 	0.14	0.23	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.23	0.07
2028			
 0-4	0.06	0.06	0.06
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.28	0.46	0.10
 40-44 	0.22	0.37	0.08
 45-49 	0.14	0.23	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.23	0.06
2029			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.28	0.46	0.10
 40-44 	0.22	0.37	0.08
 45-49 	0.14	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.23	0.06
2030			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.51	0.11
 35-39 	0.28	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.15	0.23	0.06
2031			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.32	0.48	0.14
 30-34 	0.31	0.51	0.11
 35-39 	0.28	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.23	0.06
2032			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.32	0.46	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.31	0.51	0.11
 35-39 	0.28	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.23	0.06
2033			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.32	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.31	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.23	0.06
2034			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.33	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.22	0.06
2035			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.33	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.22	0.06
2036			
 0-4	0.05	0.05	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.33	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.47	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.22	0.06
2037			
 0-4	0.04	0.04	0.05
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.33	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.47	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.22	0.06
2038			
 0-4	0.04	0.04	0.04
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.33	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.47	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.03	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.14	0.22	0.06
2039			
 0-4	0.04	0.04	0.04
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.32	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.47	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.24	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.03	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.13	0.21	0.06
2040			
 0-4	0.04	0.04	0.04
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.32	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.03	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.13	0.21	0.06
2041			
 0-4	0.04	0.04	0.04
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.32	0.47	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.03	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.13	0.21	0.06
2042			
 0-4	0.04	0.04	0.04
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.21
 20-24 	0.32	0.46	0.17
 25-29 	0.32	0.48	0.15
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.13	0.20	0.05
2043			
 0-4	0.04	0.04	0.04
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.41	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.32	0.47	0.14
 30-34 	0.32	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.13	0.20	0.05
2044			
 0-4	0.03	0.03	0.04
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.12	0.20	0.05
2045			
 0-4	0.03	0.03	0.03
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.12	0.20	0.05
2046			
 0-4	0.03	0.03	0.03
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.12	0.19	0.05
2047			
 0-4	0.03	0.03	0.03
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.30	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.12	0.19	0.05
2048			
 0-4	0.03	0.03	0.03
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.14	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.12	0.19	0.05
2049			
 0-4	0.03	0.03	0.03
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.50	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.23	0.05
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.12	0.19	0.05
2050			
 0-4	0.02	0.02	0.02
 5-9	0.00	0.00	0.00
 10-14 	0.00	0.00	0.00
 15-19 	0.31	0.40	0.20
 20-24 	0.32	0.46	0.17
 25-29 	0.31	0.47	0.14
 30-34 	0.31	0.51	0.11
 35-39 	0.29	0.46	0.10
 40-44 	0.23	0.37	0.08
 45-49 	0.15	0.23	0.06
 50-54 	0.06	0.10	0.02
 55-59 	0.02	0.05	0.00
 60-64 	0.00	0.00	0.00
 65-69 	0.00	0.00	0.00
 70-74 	0.00	0.00	0.00
 75-79 	0.00	0.00	0.00
 80+ 	0.00	0.00	0.00
Total	0.12	0.19	0.05
