Need for ART by age			
	Vietnam_test		
 5-9	31.822932	16.537249	15.285683
 10-14 	30.468361	16.062108	14.406252
 15-19 	59.786408	32.752286	27.034122
 20-24 	660.873647	411.665556	249.208091
 25-29 	2785.838180	1865.408996	920.429184
 30-34 	5506.541972	3837.165929	1669.376043
 35-39 	7084.994232	5130.000718	1954.993513
 40-44 	7193.400374	5277.593734	1915.806640
 45-49 	8456.890698	6114.363700	2342.526998
 50-54 	8151.031105	5551.273386	2599.757719
 55-59 	7593.682552	4849.566753	2744.115799
 60-64 	7077.547463	4566.811060	2510.736403
 65-69 	6118.075120	4112.071417	2006.003703
 70-74 	4515.458777	3105.847741	1409.611036
 75-79 	3131.784883	2122.023326	1009.761557
 80+ 	2180.716677	1366.742780	813.973897
Total	70620.839549	48397.407126	22223.432421
2042			
 0-4	41.661644	21.384492	20.277152
 5-9	31.626556	16.436699	15.189857
 10-14 	30.548492	16.119342	14.429151
 15-19 	58.726738	32.119621	26.607118
 20-24 	644.366993	401.106774	243.260219
 25-29 	2694.274964	1810.607309	883.667655
 30-34 	5493.065534	3829.493521	1663.572014
 35-39 	7267.681928	5263.335137	2004.346790
 40-44 	7213.996162	5305.399574	1908.596588
 45-49 	8016.845602	5834.415645	2182.429957
 50-54 	8004.746194	5521.546322	2483.199872
 55-59 	7343.307687	4712.370804	2630.936883
 60-64 	6922.433585	4428.170426	2494.263159
 65-69 	6084.754423	4053.300625	2031.453798
 70-74 	4587.091258	3138.811161	1448.280097
 75-79 	3198.479489	2167.764435	1030.715054
 80+ 	2342.111190	1474.109883	868.001308
Total	69975.718439	48026.491770	21949.226672
2043			
 0-4	41.352656	21.225863	20.126793
 5-9	31.372192	16.305607	15.066584
 10-14 	30.378896	16.029070	14.349825
 15-19 	58.539269	31.969065	26.570204
 20-24 	627.201015	390.169007	237.032008
 25-29 	2612.191560	1759.156590	853.034970
 30-34 	5442.798299	3799.040186	1643.758113
 35-39 	7434.103074	5383.354744	2050.748331
 40-44 	7282.315875	5364.194932	1918.120943
 45-49 	7643.170250	5593.098158	2050.072092
 50-54 	7842.731115	5473.061842	2369.669273
 55-59 	7116.317535	4603.875833	2512.441702
 60-64 	6761.453232	4295.780154	2465.673078
 65-69 	6014.330189	3969.093047	2045.237141
 70-74 	4664.237322	3171.684446	1492.552876
 75-79 	3255.714861	2205.439999	1050.274862
 80+ 	2498.723656	1578.255550	920.468106
Total	69356.930996	47671.734093	21685.196901
2044			
 0-4	41.025606	21.057749	19.967857
 5-9	31.086880	16.157894	14.928986
 10-14 	30.276524	15.976006	14.300518
 15-19 	58.631569	31.978310	26.653259
 20-24 	610.492879	379.479253	231.013626
 25-29 	2552.495987	1718.434375	834.061613
 30-34 	5344.991306	3740.620707	1604.370599
 35-39 	7571.666098	5479.638759	2092.027339
 40-44 	7395.267482	5453.309391	1941.958091
 45-49 	7374.697705	5420.189711	1954.507994
 50-54 	7622.909868	5374.126053	2248.783815
 55-59 	6924.846763	4528.485209	2396.361554
 60-64 	6592.525849	4170.387027	2422.138822
 65-69 	5919.382063	3869.097374	2050.284688
 70-74 	4738.541717	3199.386465	1539.155252
 75-79 	3303.771481	2234.895770	1068.875711
 80+ 	2648.221202	1677.158467	971.062736
Total	68760.830979	47330.378520	21430.452460
2045			
 0-4	40.668437	20.874208	19.794229
 5-9	30.794159	16.005756	14.788402
 10-14 	30.187109	15.929741	14.257368
 15-19 	58.936080	32.119285	26.816795
 20-24 	594.820060	369.378284	225.441776
 25-29 	2497.311751	1679.509816	817.801935
 30-34 	5231.351574	3671.024122	1560.327453
 35-39 	7660.722896	5539.848799	2120.874097
 40-44 	7546.692335	5568.584590	1978.107745
 45-49 	7223.109445	5326.630422	1896.479023
 50-54 	7332.053140	5214.235557	2117.817583
 55-59 	6771.156871	4483.808492	2287.348379
 60-64 	6412.895431	4051.546058	2361.349372
 65-69 	5816.554461	3765.762770	2050.791691
 70-74 	4800.505301	3216.678055	1583.827246
 75-79 	3343.922142	2256.185170	1087.736972
 80+ 	2789.356996	1769.615595	1019.741402
Total	68181.038188	46997.736720	21183.301468
2046			
 0-4	40.245294	20.656902	19.588392
 5-9	30.519395	15.862481	14.656914
 10-14 	30.069740	15.869637	14.200103
 15-19 	59.084238	32.192173	26.892064
 20-24 	581.026104	360.352539	220.673565
 25-29 	2439.318633	1638.823966	800.494666
 30-34 	5117.201376	3598.193531	1519.007845
 35-39 	7692.876453	5559.780665	2133.095788
 40-44 	7722.750248	5700.508280	2022.241968
 45-49 	7177.702729	5305.748428	1871.954301
 50-54 	6987.456567	5006.077424	1981.379143
 55-59 	6649.650884	4461.827565	2187.823319
 60-64 	6226.767500	3941.859478	2284.908023
 65-69 	5714.794758	3667.000673	2047.794085
 70-74 	4823.814585	3205.951910	1617.862675
 75-79 	3396.594848	2283.415328	1113.179520
 80+ 	2921.792989	1855.433541	1066.359448
Total	67611.666341	46669.554521	20942.111819
2047			
 0-4	39.727884	20.391191	19.336693
 5-9	30.268881	15.731721	14.537160
 10-14 	29.883936	15.773202	14.110733
 15-19 	58.734597	32.007088	26.727509
 20-24 	569.680869	352.736944	216.943924
 25-29 	2380.626056	1597.716917	782.909139
 30-34 	5001.293049	3521.247355	1480.045694
 35-39 	7670.547119	5543.164284	2127.382835
 40-44 	7908.367257	5836.496398	2071.870859
 45-49 	7200.109167	5331.005364	1869.103803
 50-54 	6641.030010	4787.933366	1853.096643
 55-59 	6545.550568	4448.655938	2096.894630
 60-64 	6044.046726	3846.722618	2197.324108
 65-69 	5611.394617	3573.098278	2038.296339
 70-74 	4812.245065	3171.315255	1640.929810
 75-79 	3459.043708	2313.667360	1145.376348
 80+ 	3046.188678	1935.414637	1110.774042
Total	67048.738187	46343.077916	20705.660269
2048			
 0-4	39.223000	20.131828	19.091172
 5-9	30.023199	15.603698	14.419501
 10-14 	29.643944	15.647382	13.996562
 15-19 	58.292038	31.764105	26.527933
 20-24 	560.453706	346.447806	214.005900
 25-29 	2322.177895	1556.898924	765.278971
 30-34 	4885.702369	3441.357643	1444.344727
 35-39 	7608.817794	5500.997654	2107.820140
 40-44 	8073.182711	5955.326855	2117.855855
 45-49 	7266.346916	5385.275400	1881.071516
 50-54 	6349.907895	4602.246228	1747.661667
 55-59 	6425.585495	4418.292377	2007.293118
 60-64 	5877.293135	3772.428571	2104.864564
 65-69 	5502.817009	3483.878512	2018.938497
 70-74 	4772.691235	3117.949392	1654.741843
 75-79 	3525.646165	2343.756948	1181.889217
 80+ 	3163.391427	2009.695969	1153.695458
Total	66491.195933	46017.699292	20473.496641
2049			
 0-4	38.718887	19.873071	18.845815
 5-9	29.768035	15.470945	14.297090
 10-14 	29.375326	15.505693	13.869633
 15-19 	58.001840	31.606428	26.395412
 20-24 	553.056735	341.429097	211.627637
 25-29 	2266.633728	1518.040051	748.593677
 30-34 	4783.884615	3366.724247	1417.160369
 35-39 	7501.183187	5430.967971	2070.215216
 40-44 	8204.925858	6046.913218	2158.012640
 45-49 	7374.717418	5468.837491	1905.879927
 50-54 	6142.419970	4470.343766	1672.076204
 55-59 	6256.157220	4345.796274	1910.360946
 60-64 	5736.746048	3722.843950	2013.902097
 65-69 	5387.454241	3400.000380	1987.453862
 70-74 	4715.056567	3053.367955	1661.688611
 75-79 	3590.186456	2370.040729	1220.145727
 80+ 	3271.968485	2076.807300	1195.161186
Total	65940.254616	45694.568566	20245.686049
2050			
 0-4	38.178826	19.595864	18.582962
 5-9	29.489626	15.326377	14.163249
 10-14 	29.099859	15.359681	13.740179
 15-19 	57.799519	31.497760	26.301759
 20-24 	547.510934	337.729206	209.781728
 25-29 	2215.905735	1482.398656	733.507079
 30-34 	4682.701279	3291.539448	1391.161832
 35-39 	7376.405422	5348.456036	2027.949387
 40-44 	8286.839026	6100.924648	2185.914377
 45-49 	7519.767879	5578.047938	1941.719941
 50-54 	6027.965894	4400.768609	1627.197285
 55-59 	6026.344914	4222.563010	1803.781904
 60-64 	5624.129959	3695.987697	1928.142262
 65-69 	5262.355519	3320.549876	1941.805643
 70-74 	4651.396988	2986.445105	1664.951884
 75-79 	3644.742106	2388.171631	1256.570475
 80+ 	3370.898884	2135.257281	1235.641602
Total	65391.532369	45370.618823	20020.913548
